student_id,age,year,gpa,hostel_block,parent_contact_reliable,past_violations_30d,past_violations_365d,request_time_hour,requested_duration_hours,actual_return_delay_minutes,parent_response_time_minutes,parent_action,destination_risk,emergency_flag,group_request,weekend_request,previous_no_show,requests_last_7days,risk_score_continuous,label_violation
7031,24,4,8.9998886756752,D,1,0,3,18,0.17,0,8.88621257519223,1,LOW,0,0,1,0,0,15.5557749692535,0
8240,18,1,9.4642529669949,D,1,1,0,0,0.35,0,16.4903989403869,0,LOW,0,0,0,0,1,16.7628429431148,0
7506,23,4,7.97103683141802,A,1,0,1,22,1.89,23.3234856753682,10.5215666335116,1,MED,0,0,1,0,0,19.5971153115986,0
7371,23,2,9.02312407726966,A,1,0,2,23,2.76,0,34.4293722206108,1,LOW,0,0,1,0,1,22.3197351365388,0
6966,22,2,7.64520406028546,A,1,0,3,12,5.87,0,9.36276678462588,1,LOW,0,0,0,0,0,2.41023962441195,0
7988,19,3,7.35144859499295,B,1,0,0,7,6.64,0,13.3636704193618,1,MED,0,0,0,0,3,12.5183009219204,0
3635,19,3,7.58939391914565,A,1,0,1,8,5.55,0,12.9043907940832,1,LOW,0,0,0,0,0,13.7728490984415,0
7943,19,1,8.55159304067167,C,1,0,1,20,9.48,0,8.64045322255598,1,HIGH,0,0,1,0,1,33.5391489832235,0
1419,21,2,7.5820548711528,A,1,0,1,21,5.01,0,13.379521217444,1,LOW,0,0,1,0,0,20.7878144144108,0
3371,20,1,8.36960592010566,C,1,0,3,5,2.05,0,77.9165092209496,1,LOW,0,0,0,0,2,13.260174798562,0
6959,23,2,7.72388402427913,A,1,0,2,21,9.66,16.1438703606444,13.4307773621515,1,LOW,0,0,1,0,0,21.2619835713628,0
9393,20,1,8.35224648903027,C,0,0,2,11,9.76,0,1.9724227826416,1,LOW,0,0,0,0,0,11.2610607972691,0
5944,20,1,6.01529842848293,A,1,1,0,6,3.62,83.16817531296,24.4855894984946,1,LOW,0,0,0,0,1,29.465959197594,0
7645,20,1,8.74608519249763,C,1,0,0,2,1.87,0,2.52593115143242,1,LOW,0,0,0,0,0,7.03159470466716,0
9519,22,1,6.77168485005212,C,1,1,4,15,2.02,0,10.4099979102513,1,LOW,0,0,1,0,0,17.8958737088417,0
5177,18,1,6.97727697948096,B,1,0,0,19,3.91,0,57.3406172903074,1,LOW,0,1,1,0,0,27.7808182802539,0
9173,23,4,8.60330188201652,D,1,0,0,7,4.8,0,37.2402367470313,1,LOW,0,0,0,0,0,4.66732188834165,0
6475,17,2,7.35130357588778,B,1,0,0,20,1.22,0,10.1833912393638,1,LOW,0,0,1,0,1,17.5762463112204,0
5225,20,2,8.95492780832567,C,1,0,1,10,1.36,0,7.56949797101753,1,LOW,0,1,0,0,0,23.6550801123416,0
2762,20,3,7.87458510945098,B,1,0,2,9,2.46,4.85733481803182,7.03692768065756,1,HIGH,0,0,0,0,2,18.1224430465821,0
9407,19,4,7.5447668670949,C,1,0,2,11,1,0,30.8648568881766,1,LOW,0,0,0,0,3,12.5534383181025,0
6085,20,3,8.85663338218345,C,1,0,0,12,0.32,0,1.33310326745148,1,MED,0,0,0,0,0,14.8043317910706,0
9502,19,2,7.78303220539522,B,1,1,3,16,2.06,0,50.3917519625208,0,MED,0,0,0,0,0,15.3428840530345,0
2165,24,2,7.95456348229966,A,1,0,2,23,0.53,0,42.2683369648138,1,LOW,0,1,1,0,0,26.7016647531066,0
8827,21,3,7.55431888645424,B,1,0,0,1,1.94,189.171611032872,32.0906109432503,1,LOW,0,0,0,0,0,29.0483071542602,0
8312,24,3,6.94777695571903,D,1,0,3,8,0.18,0,37.8235459623654,1,LOW,0,0,0,0,0,10.8153082003642,0
9228,20,4,7.60212892087103,A,1,1,3,7,4.53,0,36.01473590242,1,LOW,0,1,0,0,1,20.1218364093679,0
5286,19,2,7.69485282120185,A,1,0,1,10,1.04,0,17.1384684914986,1,LOW,0,0,1,0,0,14.4390295709512,0
8009,20,4,7.65440727696169,D,1,0,0,6,3.12,0,67.2880019813846,1,LOW,0,0,1,0,1,12.2198163140755,0
9073,22,1,6.91345191147866,C,1,0,0,10,6.89,0,135.748592231573,1,LOW,0,0,0,0,0,27.4648132098285,0
3844,21,3,8.6659137153714,D,1,0,0,10,1.28,0,16.0801762022867,1,LOW,0,0,0,1,0,16.8832892599986,0
1933,23,2,6.24846057580956,C,1,0,0,16,0.38,0,85.0946872446769,1,LOW,0,0,0,0,1,20.7426086630535,0
2875,20,1,9.00103884000446,B,1,0,1,1,6.39,0,15.2274719277508,1,LOW,0,0,0,0,2,10.2230370720369,0
1213,19,4,7.17664378771379,B,1,0,1,0,2.92,25.904873465021,21.0648031776352,1,LOW,0,0,0,0,1,25.2824938949771,0
2925,17,2,8.42463368291277,A,1,0,4,6,4.32,0,77.5930940845743,1,LOW,0,0,0,0,0,13.1317797307492,0
2560,21,3,6.46842375312984,C,1,0,0,5,5.08,0,11.8307463127432,0,HIGH,0,0,0,0,0,21.0891916863423,0
8005,21,3,5.83141592612241,B,1,0,1,19,2.81,0,268.693548116854,1,LOW,0,0,1,0,0,37.9467726462846,1
2394,18,2,6.22277953407692,B,1,0,0,7,2.08,0,4.26831944635224,1,LOW,0,0,1,0,0,28.6229270921683,0
3278,17,4,5.85422347048468,B,1,0,1,2,4.28,0,12.5823973148848,0,LOW,0,0,1,0,0,22.5999540082288,0
4432,17,1,8.148924210507,A,1,0,1,14,4.36,0,4.99283389211165,1,MED,0,1,1,0,0,27.2735995989863,0
1281,21,1,6.81245654866041,C,1,0,0,0,2.83,9.63429908018514,50.2156973835908,1,LOW,0,0,1,0,0,24.2418652865708,0
2969,18,4,7.77656915259493,D,1,1,2,17,1.12,0,10.4780905477978,1,MED,0,0,0,0,2,4.52404288844772,0
5033,18,4,8.44346384186537,B,1,2,0,8,0.46,0,49.4753531765273,1,LOW,0,0,0,0,0,15.0001026145714,0
8232,20,2,9.09450506322497,D,1,0,1,5,0.3,0,8.6109844654914,1,LOW,0,0,0,0,0,3.32734699156495,0
9234,24,3,5.85460125304311,B,1,0,2,15,4.17,0,22.2914033457653,1,HIGH,0,0,0,0,0,22.5541667340308,0
4610,21,3,9.95577619956256,B,1,0,0,3,6.93,0,53.4578525122698,1,MED,0,0,0,0,0,8.86696356175305,0
2798,22,1,8.29620880845252,D,1,0,4,8,4.16,0,42.0874644525365,1,LOW,0,0,0,0,1,9.64511292506298,0
6010,20,2,9.72269562913508,C,1,1,1,4,4.11,0,5.82511683005762,1,LOW,0,0,0,1,0,20.2034706568433,0
7780,23,1,9.13911680544407,A,1,0,2,6,5.92,0,62.2216685851358,1,LOW,0,0,0,0,0,18.8180291035796,0
3475,19,4,8.53106291398805,B,1,0,1,1,20.56,0,22.3883934725425,1,MED,0,0,0,1,0,17.772501101584,0
1207,18,2,8.12941358488679,B,1,0,1,19,2.58,0,9.45649470355835,1,LOW,0,0,1,0,0,22.9938605673265,0
3785,21,2,7.20919391985596,A,1,0,2,19,1.31,0,13.3588209762223,1,LOW,0,0,1,0,0,7.20826597740311,0
9785,21,3,7.52820271152193,B,1,1,1,8,1.56,10.0193449102869,40.9467109956079,1,LOW,0,0,1,0,1,25.0834022255252,0
3530,17,2,7.1282870967071,D,1,0,0,12,3.19,0,7.44607266224517,1,LOW,0,0,1,0,0,27.5019378603157,0
7610,23,3,8.71876185169732,A,1,0,0,10,5.61,0,11.0397940224008,1,LOW,0,0,1,0,0,9.87089460776319,0
2638,24,1,6.76724637031,A,1,0,1,19,2.08,0,9.95752045175278,1,LOW,0,0,1,0,1,18.9736567371149,0
5837,23,1,6.45352205737557,B,1,0,1,17,3.97,0,5.01309725891891,1,LOW,0,0,1,0,0,16.5767884194145,0
1593,24,3,6.12809885706864,B,1,1,0,23,1.52,0,4.00057700562641,1,LOW,0,0,1,0,0,30.1503609393709,0
7869,24,1,8.71447913390735,C,1,0,1,11,2.87,0,13.9388296935041,1,LOW,0,0,0,0,0,11.5026315981616,0
6330,23,3,7.04859034239936,A,1,1,1,15,13.75,0,12.986969548406,1,LOW,0,0,1,0,1,19.4443378649438,0
9561,18,1,7.53859194022703,D,1,1,3,10,0.18,54.7575835789653,15.8230312571092,1,LOW,0,0,0,0,0,23.7634531273912,0
3160,24,1,8.36047348835974,C,1,0,2,7,5.52,0,11.211304071776,1,LOW,0,0,0,0,1,7.85190782136882,0
5082,23,4,7.77336674597192,D,1,0,1,21,3.33,0,27.9007106651811,1,LOW,0,0,1,0,2,23.8332632737616,0
6343,24,2,6.20646425640634,A,1,0,0,8,1.88,0,59.0245757377448,1,MED,0,0,1,0,1,23.756847686134,0
6189,24,3,7.97528558931989,A,1,0,2,4,4.35,11.7880951357527,13.2474621371767,1,MED,0,0,1,0,1,16.2136983751935,0
1161,22,2,7.19364653922869,C,1,0,0,12,5.48,0,21.4471945301126,1,MED,0,0,1,0,0,16.8827117730827,0
9667,19,3,7.32875082456291,C,1,0,0,5,4.04,0,16.014841741978,1,LOW,0,0,1,0,0,14.8906165326952,0
6068,19,1,9.18698786302539,B,1,0,1,13,1.02,0,107.118791343965,1,LOW,0,1,0,0,0,16.8300813002699,0
2619,24,1,6.50068724234986,D,1,0,0,21,1.21,0,16.0149251306482,1,MED,0,0,1,0,0,22.1870911161639,0
3643,18,2,5.55211336273653,B,1,0,1,23,3.18,128.293235340874,43.9792873841095,1,MED,0,0,1,0,1,31.9203827778049,0
2938,19,1,8.11080983375478,A,1,0,0,17,5.09,0,26.1511830512721,1,HIGH,0,0,0,0,0,18.1097751662372,0
2633,22,2,6.42786098801439,A,1,0,0,9,2.48,0,1.08182509377815,1,LOW,0,0,0,0,0,9.26610026607116,0
3324,20,2,8.10247720943948,C,1,0,0,7,8.41,0,14.0065712682384,1,HIGH,0,0,1,0,1,31.6259091130611,0
3274,22,3,8.53838875573461,B,1,0,0,11,2.96,0,33.2955612803246,1,LOW,0,0,0,0,0,13.1437664578476,0
3822,24,3,6.65364334500913,A,0,0,1,0,0.14,0,43.8949514053973,1,MED,0,1,1,0,0,31.0663324546285,0
6248,23,1,6.43760647185312,B,0,0,0,4,3.28,0,30.8244158149826,0,MED,0,0,1,0,1,15.3680153720822,0
6569,23,4,8.63987856112905,D,1,0,3,23,0.36,0,47.3275224845951,1,LOW,0,0,1,0,1,17.7944066255225,0
8950,19,3,7.18242680117626,D,1,0,1,7,0.3,24.9654904700648,10.2219621254967,1,LOW,0,0,0,0,2,19.4572827669878,0
5741,19,3,8.24656009568107,C,1,0,1,20,3.16,0,11.7596221757985,1,HIGH,0,1,1,0,2,36.5008988878973,0
6075,21,3,8.50321319973902,D,1,0,1,5,0.51,18.3357570277652,157.095236088482,1,LOW,0,0,1,0,1,36.5466702240743,0
6717,17,4,8.29438341797918,C,1,0,1,11,3.5,0,21.543026397018,1,MED,0,0,1,0,0,24.7246981546205,0
5577,24,4,8.15328317324954,C,1,1,0,18,8.92,0,295.164953861437,1,LOW,0,0,1,0,0,35.2470610207506,0
9770,22,4,6.65675340468381,B,1,0,1,5,0.29,0,12.9411387687524,1,LOW,0,1,0,0,0,9.18665607030302,0
6410,24,1,9.98446736864143,A,1,0,0,10,7.43,0,9.9443300023039,1,LOW,0,0,1,0,1,18.2239230877297,0
1182,17,3,8.83061703550959,A,1,0,2,7,2.19,0,26.2358461939996,1,LOW,0,1,0,0,0,21.0299448637049,0
4741,21,3,7.64486766465756,B,1,0,2,14,2.17,0,10.8615294165469,1,LOW,0,1,0,0,0,18.9419785828156,0
5658,22,1,7.51884962294485,A,1,0,2,2,3.05,0.706540356868922,3.67996269541419,1,LOW,0,0,0,0,1,8.48452162358189,0
2819,21,2,7.20402315659427,A,1,0,2,2,2.39,0,59.3591381566987,1,LOW,0,0,0,0,0,18.7729923543541,0
8835,21,3,10,D,1,0,2,17,4.05,0,17.2773100103936,1,LOW,0,0,1,1,0,25.9820440946097,0
6744,21,2,7.02616065292908,C,1,0,0,13,0.13,0,19.7973428484506,1,LOW,0,0,0,0,0,11.4627144990347,0
7789,20,2,7.72898242506108,D,1,0,1,16,1.95,0,6.08651089322227,1,LOW,0,0,0,0,0,12.0823429097326,0
8730,18,1,9.53329376946646,A,0,0,1,23,32.64,0,21.8752009587634,0,LOW,0,0,1,0,0,16.9751657616526,0
3567,20,1,8.94007351653345,A,1,1,2,14,8.16,93.7846974856941,26.2883780228487,1,MED,0,0,0,1,0,38.1319798092862,1
8166,23,2,10,B,1,0,1,17,5.17,0,5.78658090657634,1,LOW,0,0,0,0,1,4.43467454524642,0
8742,22,3,6.70557394653132,C,1,1,3,2,4.72,21.3487122785864,63.1421913380868,1,LOW,0,0,0,0,1,17.3149342262063,0
2088,20,1,6.88620312315712,A,1,0,3,7,2.04,0,24.271137670707,1,LOW,0,0,0,0,0,8.46226662364455,0
8913,20,4,7.83616004627604,B,1,0,1,1,1.32,0,17.2028556837579,1,LOW,0,0,0,1,0,26.7855667646066,0
8480,17,2,8.09805769645291,D,1,0,1,17,1.11,0,8.59012325748803,1,MED,0,0,1,0,0,9.90566139626842,0
5945,24,2,7.47191613440702,C,1,0,1,17,1.29,0,8.51262248000531,1,LOW,0,0,0,0,1,17.201219323639,0
3224,22,4,7.68481327076419,A,1,0,1,23,4.51,17.6003935663639,31.8303338394393,1,LOW,0,0,1,0,1,35.0087339960462,0
2316,18,1,7.089718564029,A,1,0,2,13,5.89,117.52129441083,25.0260467026406,1,MED,0,1,0,0,1,28.2485632295054,0
2772,18,1,7.87640952609752,B,1,1,2,20,1.36,0,8.1494337445486,1,LOW,0,0,1,0,0,14.0722769279547,0
9016,20,2,6.36618440491312,B,1,0,1,19,0.04,0,20.5418833642609,1,LOW,0,0,1,0,1,23.1934614279085,0
6818,23,2,6.3734531877162,C,1,0,2,11,0.01,0,12.5763392170745,1,HIGH,0,0,0,0,1,14.4475309334074,0
9386,21,1,6.67150297521975,A,1,0,2,7,11.44,0,20.5094650284785,0,LOW,0,0,1,0,0,21.3671155243805,0
8468,19,3,7.52138221110471,D,1,0,0,16,11.78,0,29.3041065743033,1,LOW,0,0,0,0,0,3.08841536043467,0
3783,21,2,6.78068000987045,A,0,0,3,2,0.72,0,31.4331084846043,1,HIGH,0,1,0,0,1,31.9817396246362,0
6258,21,1,6.67756842274514,A,0,0,2,7,5.93,0,74.9603147394508,1,LOW,0,1,0,0,0,22.5259739995709,0
9155,24,4,8.04652263097204,B,1,0,1,22,5.22,33.5906610468107,19.6927570650134,1,LOW,0,0,1,0,1,25.0783610795189,0
5422,17,3,8.91960300451364,C,1,0,0,16,6.2,0,11.0185083294781,1,LOW,0,0,1,0,0,10.7837759887409,0
5200,21,2,7.53257557740856,A,1,1,2,18,2.23,0,16.7470935551114,1,HIGH,0,0,1,0,2,32.8406466566409,0
4180,21,4,6.94927880430449,C,1,0,1,2,2.83,0,7.19783553908221,1,MED,0,0,0,0,0,12.5387433527558,0
8415,20,3,8.55252894134966,A,1,0,1,21,1.8,0,11.2221376822248,1,LOW,0,0,1,0,0,15.7685973305888,0
5082,23,4,8.16631250090921,C,1,1,0,18,0.8,0,31.8995305331691,1,MED,1,0,1,0,0,13.4748203225548,0
4273,24,3,7.7285765275179,B,1,0,1,16,3.68,0,53.005378516512,1,LOW,0,0,0,0,1,15.3847773980544,0
2914,22,1,7.08222020256822,B,1,0,1,19,0.68,86.8185201478983,51.5338128023233,1,LOW,0,0,1,0,0,38.8557375142892,1
9560,19,3,7.27974539850391,D,1,0,2,23,4.88,0,33.1375049628734,1,LOW,0,1,1,0,1,27.9758854930646,0
3763,24,3,7.68716402048616,C,1,0,3,23,10.95,0,25.277798172874,0,LOW,0,0,1,0,0,13.266704487005,0
1139,17,2,7.06535491020981,A,1,1,0,0,1.35,0,6.57632158937128,1,LOW,0,0,0,0,0,20.5267741718669,0
9319,22,1,7.20573512820644,B,0,1,2,4,15.44,0,11.8456771332863,1,LOW,0,0,1,0,0,25.9491617063695,0
7309,22,2,8.86479880974233,C,1,0,1,8,0.39,0,89.8896288832996,1,LOW,0,0,0,0,0,16.6977584985501,0
5195,19,4,7.36611107343429,A,0,0,1,21,3.93,0,7.33766393184745,1,LOW,0,1,1,0,1,31.4474514977705,0
8071,24,2,8.95910715730198,D,1,0,1,19,5.52,0,4.03309838377375,1,MED,0,0,1,0,0,16.1884978957652,0
5017,20,1,7.85918304919208,C,1,0,0,10,1.14,36.8535633205281,35.4435660578683,1,LOW,0,0,0,0,1,20.8566341063217,0
2993,22,1,8.24268241835972,C,1,0,0,9,2.23,0,11.0629842353661,1,HIGH,0,0,0,0,1,26.3280055058245,0
9933,18,4,9.49251535316812,A,1,0,2,12,1.43,0,9.33101140216021,1,LOW,0,0,0,0,0,6.46061000700278,0
6103,21,1,7.00764192600649,A,1,0,3,4,0.03,0,130.270796055703,1,MED,0,1,0,0,1,25.0163890531612,0
7121,17,2,6.59935288177232,A,1,0,1,21,2.95,0,9.32513003099048,1,LOW,0,0,1,0,0,8.66317903704548,0
7815,22,4,6.43430028264456,C,1,0,3,21,3.12,0,96.7608206035421,1,LOW,0,0,1,0,0,17.5012889137571,0
8178,22,3,7.35391317846832,C,1,0,2,0,2.24,0,11.1014248722793,1,MED,0,0,0,0,0,6.59820307172557,0
6552,21,4,7.58568716140336,A,1,0,1,4,5.79,0,34.374522244358,1,LOW,0,1,1,0,1,34.1540152765867,0
3679,24,1,8.56411418333471,A,1,0,2,1,2.07,0,18.1854108298793,1,LOW,0,0,0,0,0,4.00872668617953,0
6991,20,3,7.41280135123685,D,1,1,2,9,1.55,0,5.72991752490801,1,LOW,0,0,0,0,0,6.71521513307253,0
4306,18,2,7.11046500871967,C,1,0,1,7,2.22,0,57.5112139617082,1,LOW,0,0,1,0,1,13.7050976260161,0
2925,21,2,8.80748418954335,A,1,0,2,20,4,0,122.646514217394,1,LOW,0,0,1,0,0,32.4145965473664,0
7859,18,4,7.87928087182265,B,1,0,3,5,3.05,0,100.391161696696,1,LOW,0,0,0,0,0,14.3175169147972,0
8647,23,3,8.02839281186772,B,1,0,1,7,0.13,0,28.4927607802796,1,LOW,0,1,0,0,3,11.3040852696585,0
3378,17,2,9.9494597989581,D,1,0,0,20,6.13,0,6.1947164489223,1,LOW,0,0,1,0,0,19.5252881402424,0
9706,24,1,8.59098042518597,A,1,0,0,18,2.34,0,5.18609829837284,1,HIGH,0,0,1,0,0,25.9120681186397,0
6780,20,2,8.61845764484788,D,0,0,2,21,1.87,0,34.7895009547497,1,LOW,0,0,1,0,0,20.6765555351297,0
8427,17,3,6.4780258896092,D,1,0,2,19,4.63,11.2835397912783,2.73677761828968,1,HIGH,0,1,1,0,0,30.9375360042829,0
3789,18,4,7.6714618412266,D,1,0,0,7,1.05,0,14.8740526123928,1,LOW,0,0,0,1,1,24.6528087873518,0
3259,21,2,7.69337317382546,A,1,1,1,19,1.71,0,103.216186854423,1,LOW,0,0,1,0,0,16.8162381091291,0
9954,20,2,7.0088462528579,D,1,0,1,7,2.32,0,15.1064908130778,1,LOW,0,0,1,0,0,17.6631322363057,0
3148,18,2,7.68142662011397,D,1,0,1,22,0.42,0,47.0433357449067,1,LOW,0,0,1,0,0,26.9085289246851,0
6462,17,1,5.61423308124576,A,1,0,1,15,3.17,0,13.5474472068279,1,LOW,0,0,0,0,1,0.341935996188935,0
1446,20,4,9.48713097067011,B,1,0,2,3,2.15,0,20.9666324947207,1,LOW,0,0,0,0,1,16.6844891999375,0
4262,22,4,6.9111331732613,D,1,0,3,5,1.88,0,8.69490801733408,1,LOW,0,0,0,0,1,14.0649433758627,0
4558,23,2,7.19219152886112,D,1,1,2,0,3.23,0,7.39088289133929,1,HIGH,0,1,0,0,0,28.3286358562342,0
9347,17,1,7.4552568192374,B,1,0,2,17,0.75,13.7231720298568,5.96589027284593,1,LOW,0,1,0,0,0,23.2990823620978,0
3696,22,3,6.98785426765187,A,1,0,0,14,2.51,0,25.1497716264591,1,LOW,0,0,0,0,0,14.3878525850751,0
4924,24,3,7.30135974034397,B,1,1,1,10,1.38,0,37.8249013119194,1,LOW,0,0,0,0,0,21.0721218860458,0
8411,20,2,9.16004248948348,B,0,0,2,3,3.9,0,6.76444699297464,1,LOW,0,0,0,0,0,3.8259269051119,0
7513,20,2,7.82405702822156,D,1,0,1,23,2.55,0,6.37451882767638,1,MED,0,1,1,0,1,22.5469851492615,0
7305,23,3,9.24736319791556,B,1,1,1,1,0.82,0,68.2435597581928,1,MED,0,0,0,0,0,11.3078374398184,0
8192,21,4,7.6228434385402,A,1,0,0,17,0.45,0,7.32531383851054,1,LOW,0,0,0,0,0,10.2458197530982,0
2716,23,1,7.66840195693547,D,1,0,0,15,6.12,0,53.9836142306984,1,MED,0,0,0,0,0,13.0066170906777,0
3504,23,3,6.80212623138411,B,1,0,2,14,3.42,70.0319474267026,42.8312053348851,1,MED,0,1,0,0,0,29.18758763576,0
1165,17,4,7.69732635061488,B,0,0,0,7,6.61,0,9.0956028533612,1,HIGH,0,1,0,0,0,18.2113071539003,0
1985,20,2,7.95350871255447,B,1,1,0,11,0.49,0,7.52105157845069,1,LOW,0,0,0,0,2,6.7788245438041,0
6184,19,4,6.79055899757245,D,1,0,1,14,1.36,0,12.9583566685934,1,MED,0,0,0,0,0,9.42757117187131,0
1961,24,3,8.87040969398387,C,1,0,0,20,2.24,0,83.8859218023683,1,LOW,0,0,1,0,0,22.1156581564391,0
9479,18,2,7.28660778139285,C,1,0,1,15,8.63,0,34.4026282669043,1,LOW,0,0,0,0,0,15.8740669391491,0
2216,20,2,6.79310743201265,C,1,1,1,8,0.88,130.88543536586,47.2548672407463,1,LOW,0,0,1,0,0,40.8360420336729,1
7782,17,1,8.36699021972827,B,1,0,0,10,0.1,0,32.8255660793305,1,LOW,0,0,0,0,0,9.06707430144536,0
2881,24,2,6.80862550258606,C,1,0,2,14,1.27,0,57.1188707689222,1,LOW,0,0,0,0,0,15.2822209576489,0
6956,18,4,6.95125086658518,D,1,0,1,15,1.61,0,28.880952601331,1,LOW,0,0,1,0,0,22.5875443315667,0
8478,20,1,7.04090968978101,D,1,0,0,21,0.14,0,10.0281850237301,1,LOW,0,0,1,0,1,17.5723787987426,0
7382,23,1,6.0718515045549,D,1,1,0,10,1.79,0,13.7811204217076,0,LOW,1,1,0,0,0,17.1109447782594,0
6308,23,3,5.81529930601417,B,1,0,1,20,2.25,0,2.54798413194964,1,LOW,0,0,1,0,0,13.872327977285,0
5654,20,1,7.4642103140617,B,1,0,1,10,15.48,0,12.7673883165221,1,LOW,0,0,0,0,0,16.0530626979492,0
5873,20,2,8.11863012010974,A,1,0,1,19,4.83,346.759880180304,5.38560664535815,1,LOW,0,0,1,0,0,36.2214890992407,0
8206,20,2,7.88846641504829,A,1,0,2,1,0.21,0,101.716863104833,1,LOW,0,0,0,0,0,20.9957504854133,0
7135,22,4,5.90785647220567,A,1,1,0,15,0.98,0,48.1430562592988,1,LOW,0,0,0,0,0,10.8820994363368,0
6675,17,1,7.12199210098178,B,0,0,0,19,4.14,0,37.9536518731295,1,LOW,0,0,1,0,2,18.2166187138032,0
1325,23,1,9.05872121284344,A,1,0,0,19,0.59,106.219678269262,6.77288826807977,0,LOW,0,0,1,0,0,31.9983659133753,0
9320,17,2,5.50372373512858,A,1,0,1,2,4.39,51.0081123470217,43.8517851258073,1,HIGH,0,0,0,0,0,32.7768579407738,0
3158,21,1,7.13853723330601,D,1,0,0,22,3.52,0,30.4609653120205,1,LOW,0,0,1,0,0,25.3593703058994,0
3657,19,3,7.97516774649538,D,1,0,1,2,6.64,0,9.00558921518717,1,LOW,0,0,0,0,1,18.0014523201349,0
1599,24,1,8.12683365702813,C,1,0,1,22,1.53,0,24.2032749850461,1,MED,0,0,1,0,0,14.1594453976278,0
